Image,True Class,Noise,OCR Text,Characters,Words
0000013664.tif,news article,gaussian_noise,"Richmon& Times-Dispacch Hay 24 , 1985 4 Biehmeud Time Dicualck Fni 2 198] Tobacco Institute is profitable Haelewe Taeenld Acecc Goer LR4TAMen Rn lnnaccyeReo; Touni}   @lle ; Chiteron DrojriTnt R [cpuolcan flec Ccrprt nrt pnl Bruspltub Fen;Tm LncFa ""Rrrat Lo Han Lour or 4o Aroma [ra tohacc LVLIbi (nuetoz EWIcT4 Wncte Wautut Lhis cily= HL%oulds : Nire1ny dfafctlc Iothy Joled oul 5139471 M'u hror #JcmaC Ocr"" NZ' ROncnaMln I1iUI Iikem 9724 % ""Ke Frobjbb  Jucima uDuE punneed Dt hryt place' Frn La: Anun; 4: cujit t at LhrHok gl-cumilte DdzT nta GmF Tpc Domerony mrorcd Irnta La Eiuucht Nel or *eLoC- LDiIC Lunpranum tineuin dorbrluncalo Hti Fhanmeant FDEC l @E orud Giceral FZtbe2 Ecbon Ariorin? Commcd Iukedlo tmnolmaby Ine EuI Laeec Andy [aad Kalerit Oregeopl Tot ToLecry ]ititu1t Fancd top Looeraret chtrs nAtet IYe (hiO Clratrlto 0D_ Stci Comncc LABBL Urre (e RcNatt neark; Tuceae (Cael Narton Asuc:t eheane Jiticau {o%r Toc Ltlioln Teletiioj AuocuLlar 4ieLHA {61.077 [be Mr COErEImed Ws HOI1IAEOCALCA Holdonan Kned atou{ a Eue5 REb J Derle ""Mwlke CUPUCQ coptri- Dobart Du""E 4Far , Iecuhe DutcnrTa= >nuririvty Cunat- aenoramm recarailS tobercl Rcl JJS > Ielbied Rep Da Ac dannn Lnluzzri Ci Folens EIpuD} 4en Dery muos DuWat toujn) RbAentord> populirite Hlcm 7etr Cammce Fofa (hck cbamclitlhret 4 Rreidcnt eciamer Comml liers (hjt Mtile 'IE Tiee Dantnk shicj Ot? Fhnkin Hace thmnil- I4Jy [9 _ lcer Dle-omt EC 7g0 113 Ee brcol We MayJ34Ma Lnmmia UGoUi Intinenc Fix WIc; [3r (hr Huze rocbived J0 Kverzee 01 T0s,749 €2h FEanman Kalke 75z Juuro Izan couble Lnc A GEE hod L0ne2on cunLi Deceinu 3i aececnr hjd ercuJyt Wgi Tetemi, Coll Cr Caia Kih mulansW Cdmani Hceenand7 Nmlhd cero iony TLomoal Cialug De 20 Mtcn ! Ermbar Enmdnce Cemmnllter _ tnc Soile L ""UL? laeaked}. Jeera Rcd #i9Iomn 1934bo Jaxneimc {Oreednt orarctx Tbieo %DTCtoL Mee Mtaenn tpoyeclioa LLAAD Toaln nopnn Iortiog Tken #xnet AJaniikn7 JlIIU fJr Genjlt FToJF ? Nr. FK t# Tobacco Intitule Wcorcc lettiele Gublotd Entt Timth with threr clerton Jutcrnreen_ #aiIWd Nlnehuc  [oLjc o antcrgts mooLooinru dnyc [07 Ltele Laynidb DDeoal i Jeehcet Tanrnicab: boz obatinl Netuctraip 10y {ecro ealues LEHLASE FJlt Iorgy {0 Jod n7 {Ourt celain Joes 0 PoFH Men Uua Jcd reart bi t Hous? 320 Bentalyc TDAS IpTeji aenolltcrc COmir AClied- rolmnd ad Jjue Nerubzer Rnn Ioimmo Jmen D-03 CAEen urtnci Tobacco Istitlz alen e[oded Lo- BosC Same Ketrymio Vneaenan Jobacro Cntp Tabuc-o Jet] [GtOTt 07 #hojeile Or CozIn Eeet ILAUE _ Tec ta Fonetarln Tre Dmc_t c T hnanmarutt Fama L7 <e0p Hclle pecrat En[aa cmust CLIC for reprexcnualivts 7o mi 541c 36071 Exttae 1 conjied dharicz Eai nTeutkhAurar EITLIAE ICAM henaTug JnC Ytar Filly snatot> [enjrte ] Fl,0.o Lamate AfnmIL bmk Icz molyeduai !pecoh J0 bjl %.6 DTQUpa 7a7 tht Hjug aTi4ay dacy Lart portLmUi WLLaIn 4t K0E LXIctorinT HbLbdrer stop 4t C4a Fpular ecu Jaarcu",2857,474
0000013664.tif,news article,salt_pepper,"ichicr: Tiieb-bispac May: 2: 1985: Tobacco Institute  1S . profitable Gicn< #aclewe. Sadl {Itcde* Ciner Mell &aat 0 Reo  Toumi: % WAle) SIErorE If704fi JRh popublitan tlec: cciror YJu c iRari CTVEDECLI Fal; Jeou Liefit Rertot on Gtjc Or sc crojhk Tqbjoco Dsiec  Cicicta Fol #etodd: je1 Lnuatho= UDTE ""Tic Tobicio Jratliutt xh ciije : Hl souljs [ miltunt carctbc Icetry 4oid jut 5129,651 potr Hapry Tarmjr %Er;"" ET; hodarariini  1l jp eknE""E5 7ct41He FbiLl; Jeti Juartds Dt hrjt plrc"" pJid ' Ienln Ialrn   cLJITIZI ol thc-Halse eolfunillte Delt amAc} TRt Lrtekon horcd total TorircrLz; Eicucht %ti Grtiec LanETATULIL 0 &nautn lori rLLbtelo Hii roul tcetfnanal dcan Elcerelle Fictuest . Gth = ncbun Euneina :Comctun dltu g lukedlotmulbicby thakur SEdr+trAid Ulertiy. Faran] Tobrr;j Liditt; pattanLC Eve [ajdr Apirtlto 625; Si.- Cottimcr Ca5iAe Ie' Eivc nEJl; Fnlce (Call ~IeATEF Asut: WE-ElnVr ue atinau {2915 7 he Lutltcts 0f 0-t- Cui Tkio Aeoclalije 15LSRO Je5n UECEZD ~uuh Aioculcy Liyd Ebaee er, Lnc '71I K -Wjacumpiacodt Rubent Rult RFir , 1d & Iltod Wamotanuze TEHDAA aennranu TECAROC CQbKc@ir Raetol 63 J2 D  Act Pelx5e EDLUD} AEn { @r4a LALARIi Alent mvos 8ou;3 Rbil pecrui y pooul lcme_ hearetkHl Comnic? {05 (hcf ckimt Metic_ SEkC = 0p Rt""ch {rea icrttMet Ae cotiniges UJ Ft: 05, @tre? Rantt -nihce Cimnal- Eitn_ Y[? 'Alperild; 3 boez ontdal Npolis 03 Brno( DI #Xjddahi Camndi 84: DEGUS Ue MiX [or (AF Huxg ike Guui UYEFZEI 1is 39 247h Pemj Xat: Qouezonn) Hnuganean mnuhi Lis a8tn] 64 Deczide Llme Tnceche Thoace ecnjavt 9434m0744; Colldcn Cain Klansit fbmene [d-Inelon Tdroatiraluene% 85 Scobn Fiiiac; penuiC #ricn} Cnnin - fille LI Grily 35n1a6d #46pn 1444bo5' ~Jaurnimctenntean 0eeetern Ozncix Thj:na y> Bartsds 780 Kaceng Fipz0' codeeriin Wyam hopnn(AtIoL Inbe Kcharanc VaaoIech HAzi tor' Crz_DI FniJp [n:eu 573 Mezic Intie tpiblotd . nitaanc Mn toi cterrtop 2nen repreent - Rarhute 13F [obee  buntertsL OLooLooirfu HqutGnel nitET oneItjru Iit Korta ooc R Icl; DEN obobinn5o {cetethid TBCth ulus bacco Inulie IE. Fulc Ion5y Ja "" Joda47 Boat HcaLane PpplR 'tuaJCd reirt 'chalrittc 9bo""ua Jouit 0n3 &#: Etnleaym 0pttaa Ale.Articritei? comtiitltee' 885n3d; mad Jice Jertik Damid OJen E-u-DZ I0 haaice Tohacoi Isiulz MRair ""Torute? Co- Drost. Eibm- Ketrtmat_ (a*# Injiituii Jotaato Ctp A5d US Tcld: Fael) {Gore Crt Rhho JEibe Int"" juid 4[i8,634 JILJuD _ Ronctarilmc ""T Jmcit E -hnrerarutt Reme Kcd _ Viruter Rircaht R761 Dmcto CLIC T {epresenuliyts FEUILat uid[Z 7c Inraaa_ Gr Eiciai _ ianiao tri Iiilnici3 1 ELI .17 .heantluby' Ju= Fulty %j1t814 ctno7es 11/0 FaTi {n uledualaech #cp BalSupn [Tola445 aikey back Lt Wqrimu wILiIn Hrne ICoarcN 'stop:- Jloti ~elc Venu aar Dj4 Feran Untrt L41E onu Tue4 l OE",2712,439
0000013664.tif,news article,gaussian_blur,"Richaond flees-Dispaech 24 , 1985 Tobacco Institute is profitable 1 Hay stop",76,12
0000013664.tif,news article,motion_blur,,0,0
0000013664.tif,news article,rotation_5,"Hay 24, 1935 Ri Times Dispacch Tioes-Diledh [nl#es 4E4 40 Dieh mead Tobacco Institute IS stop Euer Zenanedez Tiud) Blllet Maejuwe Rcpubbxan tIe"" Not BT IRL 0nt on '70D Laetat, 32iprospecl Washington Ror Lebtoe ber 0l Cer Hrest Lal f LLEVLL Ele/ct > Iroc @ 17 Lnta Mf ut Tubiea {4lds [ Nalt Jny it Mnyiue KON Kjcmac Ots,e45  Tla Tolacrj bstautt  TheMoua Tanan apirtte Iotoz Taei ELElt Houtt #ii hunnecds Oa Edaiean ot Lhc DIeORC LuC CnatzT Ll: DJid OrILD toaliteieci Frcapt Elve 43reet Tenc bz Keeu Mo bi tuin % Ibnmler Ceanu nne Enaol declou"" ReLotte Leemokng by the sur- Comme nbun Ecruncina ozhctL9P Trdedt rir (r Jlod} Itra Ketela circr Aswelt 'ddtblla CoDI' 865 C Tlvlon nior fyr mlor Jaoucbat 4on The Ibe nejtly Itt Ibe Nr Anver; te NALioat ' coor Ajeetbirt ibe sccucd hlgoent Jonikeouita Cbl Teirio Eut 40 Ied Lc Vicy Ylh K nebart Dat% R Er L""ecang} Focooin"" honor_num DSeE lea e0d walkke Jek Ji7 #12r5d E BaRas ultior nnvrit Lolit; pume Aluo: Terttey Reueaterr"" Jolan bonorana Decuttiietd #cle 0416 Ebhearnenoi CempcE Ccnietaee LeniFige @lar EEn` Meit Tl culnyjnMji Fruyune Eaebe oEtoeing tic uc lerllian 74l7 acceli IeKbion Tntrs Uyenlet Iqdet % Etlilu auttetn 1i For _u TndCI 83 rarte Fectct Comincn Caue Wcl Fetvt Hc 4E Gtbn fotie miazmaloa lound Erobn 4 t ~opro lun o cEeE? Fo""2 a Laen  Canmilt In lltoir Irlonn; Glueer 7167eeore Tuc4 % Oetttied M[ noconns [ontipis Conyeclioo Wau L< snabl Gtatnc LaanirfTl Hleandbor Makc } nach anJpick iutt Tdaeeo 14lta MoJps no, Rrelobicco Fatetbe0 5 ESZ ~mnul 7eecitte5ras Ldei= Cannll Il ana Anye Tu Dematniaip 74 TTudcn_ncati 0047 Houstjnd Ecn hacco E5 Rre SeiILC AeLund Jertivet falocuietet CAute eld Jade Ttbcc liic TD camnl 4 Toitc Cc_ Broray Toluco micc E Latltdte Tobucco 11,6 2E 47od 6} Tca1e Hongtarilnt enlt Jaun? TEAEXE 1 Urlled %9  572iEi= 1 Dmes to El740t& Mcon Ercta Teonated Fanricy Tptortlute Tel 0O inu bal snt EZ cul Uec Dncag- Lctarirt chmond profitable KEtey Roel D A Hre4na Ta ArbaGLr Te4 Men aeacunmalliar EnJ Aeeneul Lec Laet AUar Wom ~etla Atcdre 0Z Ecat Prpulfy F) Eenin el Curutna - 0m Taezn EeenteeL4 Bulabet renent ETCtE [cta Ier] eraneena Teat nca ~omtls eaynieal Etent ToE T0 LA- AINCLlLena 249r0i0 Comtrne @Lni 07 eua ""relr& ALan Uneo Fa Eaanlent",2225,385
0000013664.tif,news article,rotation_10,"Hay 24 Dispacch Times- Ri M9 24492 1 [ stop is Re Lnen E Gens Fnt U"" troc 4 Hruly 41 Dee TE Totsce) ct 2 687 02z Kr Redtet ictt% {ianille ee- ccrallee 505 Oaiecr calomcr 101} #2 G 14Ru 36207 57 Lre annlt 1044 Let i0 Cbia Gas% Dit Ror Anlke Duek {4n Et Kentot Camnce njr Dur Fna 671 C1o' 7ikd 30 cemen e8 Tetce Tl: Tcbacco Je Ucellaini J8 Ia f ReoeEt Jeao NeGct 28207 CJutn LE I Fuoec d Jate L W t 4 cic Dile 044, 64 175 DE Haee L1on Inn or @od LIa 1985 chmon& Dl Institute Fetett= Btia Tobacco profitable . Elatta Jbialt Dat Je4s Te ~Ilepuhal  E} eion Aarlote n Pn LI Lnc Ozral Lne4tei Fn Jiato 4mrotod = TEnaa enond Fein Felet La NCnI 'orure c4 annnare Koter "" RfFE De[ Tenuot erubuNt Jota Ibatatia Heet Herr Loul 8i 372a 14 the Ua4 cn cert 9D Ginla arr_ Jant Fuajrtdl rena La Bole#*i4de Knzetarin eenandnkcar ndi~bet ennten NN Keetonat"" Ieda EDULLE  Fzurted ^ Te Tebiiun Ftanuna ALra IgeLela an Atal 5ii Aen Ltrnam Cemme utr mehu Arlrt aeuEtd lenay Ternnn 4 p E Tt Lie lndat netnd arir E TLLED ELeae_in Ee Gteteha et Disr 04lao4 'E204| rtha Weiae Taind Jdrlea Mut  EtarreKntd lannrMLr Leeaut- ae Ent GniE 5en uatnt Leer-OI} LELLA LAdei Ucer 5 ttehtL Ll Le(RieLTAet {oquoltALr Jtmaria 018 cumu Ul Unte Lneuol EnLl Eenzat4 Raa Tol Lt Tuulan Lan l 'Cren Dat CATEtntr Ciuen 00"" euneat Jnd etoenldadthe Endt E -bluic ~eTiel ~lt 04te4tr en Aaaeu ereox #rltii matta 44a La ble"" Ede Eliv Hn Canee Wr Etana PALnal 63 Earn le AEIntdn uin Eotn [4n untr Ste Eaalla FSI Daca 4k4ei Crle Satee an44d 57 alior e Fnd t aerniu {oatE Wlonat Duttett ranat Leailten nAn 2 4i57t ~JLLruru Lidee4t 0dnest {Dree Teioa MeLa crtucDa elacl Rut! la L ner Amute AEF Atal mant55 Finurala Mala Teszulu Qubro' Kcnarde FALm [424 Lnelo 0ue 1 4MSLtere Cmt 343 eiek Cale TTobano Teructe F1ee1 Aendte Lenc? Jlim = FTuasrd Kcnkl Luithr naieie 4l Geyl 4anananl uerrytde ttATt Tttall] Amor Irerena Tnna [ CatSua 4pD2 Ke Eu etctnr Eljlat ~eotarun euntall4a Lat Aeln N delt auteeada Qoaaled Kastet AAAGELLLI Wnd pilo Ela Een_e ealg Arerr neu uliulauaa Iea@ U Ad Tt 25e Mpu; BJE Wea Leue Ea Talnui Eacarerrl",2065,391
0000013664.tif,news article,brightness,"Rickmond Times-Dispacch 24 , 1985 Ticimcud Tu Dir""b Fi43 2_ 1931 Tobacco Institute iS profitable Haelewe Ffeeuo emlit Coeme Fe lanacee e~ Reo  Touidu: #Ile ; Alhieron DrojEG Tet Re [epublcan €lec Liramr nrt RnIBU LELLb Fen;Tm LneFa RTork J0t @ontour or 3o Froj E I objccefncunA ClIc 4 LUCACDI Lntrnz Umc e TE Tobacc] Uautute Lhis cily - Koud  ! Nilaanv Cinarcttc Icthy 31 inyala Hcory KarmjE wcr;"" Na: WDMMAFLL ""ie PTubJL"" Nclma  I2k-ni WcuoC punneed Ebe hje Dce Fr-e [i: IeLEM Arun 4 CLJITM  at Lhr Hnkse DeTeLIhei gol-cumille Enetet TpE Dymeken mrorcd Trrroc eertucntoenr EeLiC Eaeae toncranus OAW NLLnCAlo Htl [e r mol ttouit Foinel decloun cicarel Fictheer nclon ACr Gin? Commcn Glus uked latmolmaby tnesur- Lama Mnd Haleruat OnecntooL Tobecry ]ittltulc Rmco top Loncarln cht nAIRO Ihior Glrdtrlld Q0_ Chun Lommct KAIFL GErE(e RLRIat nejk; Fucant Ronzl Cafl ""elanlon FSut Eatnmur iiticau 539r Tbt Ltltola Telaririon AEocuLlde 4efe= Kent [be Nr COTECEIIED .4ulx HDIlAE-LLCA Moldenn cda Erer Eaha hrd Delleemwbe campum Dober Dutt 4Far Dltion Ihe uumomirWto @ira AennramWn recaral= robkratEi Rcol JIFT > Rblcj Rep Dj Am EIDIEIn Lenieri Welm Malen Afen Leay- m4DS Aulat tcomn Rbilcptou  poowiarity JEEME marc Commcs UFoltck chaumttnGtc Yelt 0 Freidcni IlecEAmce Gulnunllitry Ujt Wtlle MIE; Jiese Eirnly Yhcj Fl nta Ehoze commll- reeuy (? LL rerzcc ! baibeolem EC Fgi6 %hjar Ee"" UGGUS Ber o( @e Kax jal Anadammig FrMemi Tiix WIc; [or (h Hze rocoted IYEEIFC Asaninn nilke Eneutuan HoeMn 73r Huura Izan coublc Lic avTJe0 hod O0ne2nn cunLi Decdicg 344 ancecni hid crettvt Tcue Temt t Lomicn Caza KIh Intelenig comtcnt Luceinanon Hmand cero lonk   Ceice UcMn Eamince In-oMF Cialue DE Muco Ienaked CcmMIEET Dr wrtDor 358TaRed #l9f6in 1934 kor- Janimc: CM oreedirat draniti Tba: DTCtAC MXr Geen cadyeguon Wyemne heconni tectiol Inke1 #ct Anien Lafr eenj077 FToJF""? Nr.kiU Tobacco Initul Ucoecc nstiede cloblotd noldr Mezcint= cognimi In_ ~ilh LtICF c""etrtoF % unt (cpreen - #ajkilod CiEn hC i76 Lotaco ntcTt_L mLdotoobnaru dnic [50z nn Eanidu DneJni Hce ""Tuacn lcal: 'Licg bbcet tnc Tc"" Mecrernid fecrd Taljues LRuLIAE FJlt Iorcy {0 LO CI JceIaine PoFH JCd reore boi @#ou:190 Scit Benilyg pTejn Ale Arriolltorc conmite ReLiid- Enotnd Nerulzer ammde CJe EIf-03 Cnn iritrci Tobacoo lcstitulz Relo- alei eotec Uer me Merrymad JESEuaC Tobacto a5d US Tobaco IEuc Mmoeolt Ceeemls 1LJuD _ CIIctt onetarlnt nmcint E[ hcacrasuica FOm Uiruico Aprncrt Waa {nmarlaro Cngeao Gienlalives {oo male Tx 3160z3 Ectrhca L CTTL congied caaric PirdETet4 auehllitetTGat Tm teannaiulug J#C Ytar Filly sanatcts [cparte Uat 0 emt #CAGIIL Tne hmx Ica Jd HAmaMan Liu DJL_uC [TopRart thc aTiey back Lrt QmLmU FILIn Aihmu Kctardirg Heblorer Hay stop Dtott CL uil hacte Adage TR Mch 7103t",2751,445
0000013664.tif,news article,contrast,"Rickmon? Zimes-Dispacck 24 1935 4 Lirtmo iea 7r3 4_ 1931 Tobacco Institute IS profitable Tae]ewr FTeeuoecltt Conen Ait lolurLe RedToujj> #Ille ; Lhteron DrojTesT Utd [epuolcan Flec Lframt Tirt nituseEtL b  Ften: 7z nek< RTorJs Ln tiur or {C FrojE MonjceLfOIUIA @JCAcbI Lntenna iticy - Seb Umce ar Tobecc] Uautue Lhis cily - Kood  ! 7iI[4n? cinarcttc Icthy W inyIl Kcory #JEMjc Ocr"" 4s' ""he KulJL"" Dcloa TDMMFCL I2k-ni Ebe hcje Dacl Jc""aC Euojzcd Fre (ii: IeeM AnatanRGWtIR- t Hnks TeLde subtunmilla Enetet Tec Wkturcr} hrorcd Tric areducilnoig LaaC- Elae tOncranuz OAWIt NALLDC [0e rmoil Fto' OOur citerel FSatDeee Dclun scink Commc Iuked latmokca by Lne {uf- Lamx #udy Aoleruit Eengg-IC Tobecsj ]ttitulc ~docearl  chtr nTf Ihior Scitrlid O0- CHn Commict Gbt ""rre(he RLN TurE MEJE TureA5 Uuama Cacl Ucluor Rui Leacvr Nitica,2 Jr92 To kattolc Telatiion ASScuLldE 4JL4 {6707 COECFICED LulI HoI1IAEULCA Moljon[n FparETtr Khad De4y0Lje cupi Dober Dult Maenn UMumNWIE Lina AonnramWan JecoraLS Fomecoenc Redl JKT > Rblcj Dj:Am EiDDi Lenleri UeLm alen Anen [ 0ey- Mps 4ulat tcooranj Rbilcpkgus > DooWijmy JEEME mrc Cammcs UFolWce chaumt rut C Freidcn; Kccttimrr comullnee: thJt FIe'JIE Ti Drnb Thcj GRAnr ahoct [mnil- FXy[onltercd !bichtoen Jb ihja - Eit""' USG Brr oi Le KaxJnC Lammi. FrMemit Tk Lit; [or (h Hujg [orntJ IYEfiCC Eeadinn nilke Enutuin IluroizJn colble Lic a(nJeehod Hreinn OokeZIa cJtLe DANIC G 447 Kncecnr Ghtjde cictte CdEHn Tent: Comicn Cazn Kih Tulansic (bmanf Hnucenanon Hmhd cero iony  Ceice Uccmen amince In-cmna  Muco Iaeniared) CcmmIET LI watlr JenarrtdR@ ]934kon- JexiOc EMI eed;pii DEanKTT Tba:e DTCtAC TXr Geen CODYEGuum LLA [Jc Toem hecnni [rCtIols JMc Trtn jick ujaniAn7 IeFru Genj1c7> Ftic Totico Iniul Uicoecc la-tiele olblotd nolde MEAeAnT cgnimt ~ilh ttrCCeAr Jultn WastugKlod CEnWuc InloccnncCnek geprecn - mLcetoojnnz dntc {0zz Ln Lanic DneJiI Cice Tuacn ical: 'Jice bbcot tnc To"" FernrTnid Zcroelic LMuSE FJit Idprcy {0 FODK Jce_n P-El JCO repte boi Fiou Benii4yG Iprejn Merolilccc conmi RCLiza- Enotind nd Jjte Nerulzer Memmd CJe Dna-0r Cn c Trci Tobacoo lciulz Iotec Uker me VerryMid JnSEuRC Tobacro K8r) [Gtord 07 #ho spule Inc; pJil Feacms JELD = UIclt LoneTatlm+ DMICAL KAcaSJiTa FO Urufeu Apricrt Aaa Kumrlpn g oT Genlalivcs #on inade Tax Ecbrkca L CTTL cons;cd tharit NirtETet4 AurhllitetTGat Tm teenalulug Fit; gnict? (cnaFlo_ Uaat L {C AIY Tne hm: Jc Yam; Mtn Lu bjL_cL [TOR Rrt thr ATic7 Jacy 1757 QmmU FIL-In AINDE Ictardirg Heblorer: Ny stop 0rle Lratt 2 C Nn bi hicta T4a VDl Jeb9c 30 3r",2529,409
0000014500.tif,news article,original,EARAT Verca Amice Yuc ACt Y 4a Tal#ir [tln YLASASO jopilso Cumr JedtAoiiAi 807et 4587 [miiLLE_a Aano= 480x774ou 1,113,19
0000014500.tif,news article,gaussian_noise,"KfE4t PKr"" ccyceal Sotn WTLucnoXtor Cocuni' Jeyr7e 647 776 ;476 mijVLLAettaLal 1307874-0' 1",91,13
0000014500.tif,news article,salt_pepper,664i PMct.63; 05457l7 KLt= Oneorjoniio 07at 2TIJYMLS,52,7
0000014500.tif,news article,gaussian_blur,Eae^ Vee 1,10,3
0000014500.tif,news article,motion_blur,,0,0
0000014500.tif,news article,rotation_5,"VEPieet E241 Maet P3 t (nin' #LIEAsFO* Zokat0 '6 {478 He - Jia Rl+ Jife""1 Jata 770i Ci- Iauisviles,rejter 1 tce 778",115,22
0000014500.tif,news article,rotation_10,"L' 53t"" Eer Tetrlkt Coxroi t 0 aet Ienacar 7{4 Cvr ntili^ Jnn Mum JDca Jcn Toaat JoziL- 7",89,19
0000014500.tif,news article,brightness,LtRAT Veec4 Dc0 Yict car Cr L[ I =aat Stn VLANEO jonilso Cumt' Je oTAi 3044. Itulli eaea a A77 1,96,21
0000014500.tif,news article,contrast,"Lkat Veeu_ 3Me 0a5"" So""in= Klnec ~ctuni' OTRi_ IWlli : C r |t 1",63,14
0000015729.tif,news article,original,2(a) . PAKISIAN Tohacra Repofter 1982- GUVERNKENT' CMPAIGN PICrs MUKK TUN' allocation Rs? Iil ion nar cecn {cl a5ide SY the federa] govctnnen: Tor ant stoking canpajgn curing tnc budgc: yeas 198]= The jeaJlh Xinistry ha & luunched Jorous campoig: I 7ay .,254,43
0000015729.tif,news article,gaussian_noise,"2(a) . PAKISTAN Tohacre Reportel 1982 . ""GUVrNSENT' CIPAIGN PJCKS MUKATJ""UN' allocation Js? . mi Jion ha"" cecn MC aside SY the fedcra] govcrnnen: Tor ant stoking canpa)gn during LAC budgc: yea; 198]-82 . Thc jeallh XinisLry has Jau:ched vigorous campoig: I ay .",261,44
0000015729.tif,news article,salt_pepper,"4HS2AN: ohecd on :dcra} Dov joki CAMPargh iri ng 'tiic"" buage:. 1981 Tiq jea:] ii Winizi 40e ""pc4ed Vorcus",106,19
0000015729.tif,news article,gaussian_blur,"704. 'A9N Jolcc0 #cpolel , 1982 . ""ulnt Cinpalcr> Rur"" An  llocation 04 J 'uiion nab Ecn Lcl 7% I{ec] OOcna"" Ior 0n850ng eappai9"" qurang Inc Duact Yen? 1701-7 . Jac Kcalen Kinaelu) Ha 0o""7ci4 Tigoroda 8""1019a 1 na",213,39
0000015729.tif,news article,motion_blur,,0,0
0000015729.tif,news article,rotation_5,"cco Reportel, Yay, 982 Toh13 LAMPAIGN PickS Up GOVAVMENT' ion ha? been gcl Inil) allocation stok ant govotnnen: {or aside 5; the federol 02 . Tc budgct ye; 198] campalgn during C compoiga Jaunched jeallh Kinislry has AKISTAN 2(a) . MUKX:uM"" Ja? . 'gorous I",256,45
0000015729.tif,news article,rotation_10,"Reportes _- 0cl no? ior ny Jor The 1981 82 . 37 the a51d6 Enc hab Ky Tolacee PAKISAN 2(4) _ HURATR"" PcRS peen CAAPAIGU Jmil] FGUVMVMENT sik , Ja? ant alloeattor Torcn: oovcr 'cAcra1 Yed; ennpols Dudyo: vigorove during Jauncjcd Caepn) e Minielty Heallh I",253,46
0000015729.tif,news article,brightness,"2(a) . PAKISAN Tolicra ReportFL, 1982 . GUVNVXENT' CAPAIGN PJCts MUKKJ""N"" allocat K3? Ii f ion; nas Decn Mc; 45140 the f eccrn] Yovcrnen; Tor ant #Iok CaTDa) cjurig EAC' budyc: yeas 198]- The jea]lh Xinisliy has lau:c  e Jortus compoig: K Yay",242,43
0000015729.tif,news article,contrast,"2 (4) PARIS AN Tlu: Kettet 1987 . 'GUVRNENT' LEPMGN PJlss MUKATR' AJocat:On R3? ion; na: Den Mc: 451/6 the fedoro? Wove 7i0t1"" {nt XOC :atPaj4"" ciur-""9 LC' udyc: yens 196]- Tic je-Jlh Xinioliy Jci Jeu:% (crvls camyuig: K Yas Tmu1",229,41
